,price,carat,depth,table,x,y,z,city,cut,color,clarity
37718,1111,0.7,63.9,62.0,5.62,5.57,3.58,Antwerp,Good,I,I1
37719,3098,1.29,64.2,54.0,6.93,6.83,4.42,London,Good,I,I1
37720,608,0.3,64.1,57.0,4.25,4.21,2.71,Amsterdam,Good,D,VS2
37721,621,0.3,58.9,62.0,4.33,4.36,2.56,Amsterdam,Good,D,VS2
37722,1635,0.5,63.3,54.0,5.04,5.07,3.2,Amsterdam,Good,D,VS2
37723,6563,1.01,62.5,62.0,6.26,6.34,3.94,Amsterdam,Good,D,VS2
37724,814,0.4,64.4,56.0,4.62,4.67,2.99,Amsterdam,Good,D,VS2
37725,521,0.3,63.6,54.0,4.26,4.32,2.73,Zurich,Good,D,VS2
37726,2015,0.57,58.3,61.0,5.42,5.45,3.17,Las Vegas,Good,D,VS2
37727,568,0.3,63.1,58.0,4.26,4.3,2.7,Las Vegas,Good,D,VS2
37728,7114,1.0,63.1,56.0,6.36,6.4,4.02,Las Vegas,Good,D,VS2
37729,871,0.38,63.4,55.0,4.63,4.67,2.95,Las Vegas,Good,D,VS2
37730,11023,1.33,63.6,58.0,7.02,6.91,4.43,New York City,Good,D,VS2
37731,1149,0.45,63.7,61.0,4.81,4.73,3.04,New York City,Good,D,VS2
37732,3033,0.7,63.9,58.0,5.62,5.58,3.58,New York City,Good,D,VS2
37733,6189,1.0,60.8,61.0,6.33,6.4,3.87,Paris,Good,D,VS2
37734,2288,0.62,58.9,64.0,5.62,5.55,3.29,Paris,Good,D,VS2
37735,1402,0.5,64.1,61.0,4.98,5.01,3.2,Paris,Good,D,VS2
37736,616,0.3,63.5,53.0,4.3,4.33,2.74,Paris,Good,D,VS2
37737,4601,0.9,63.5,61.0,6.09,6.16,3.89,Tel Aviv,Good,D,VS2
37738,625,0.33,63.6,56.0,4.38,4.42,2.8,Tel Aviv,Good,D,VS2
37739,2788,0.71,63.3,56.0,5.64,5.68,3.58,Tel Aviv,Good,D,VS2
37740,657,0.32,63.6,55.0,4.35,4.42,2.79,Tel Aviv,Good,D,VS2
37741,786,0.4,63.5,56.0,4.66,4.72,2.98,Tel Aviv,Good,D,VS2
37742,3489,0.77,63.1,57.0,5.83,5.86,3.69,Tel Aviv,Good,D,VS2
37743,3604,0.9,57.9,62.0,6.33,6.24,3.64,Tel Aviv,Good,D,VS2
37744,8521,1.2,62.4,60.0,6.69,6.77,4.2,Tel Aviv,Good,D,VS2
37745,6999,1.01,63.1,60.0,6.35,6.39,4.02,Dubai,Good,D,VS2
37746,625,0.33,63.5,56.0,4.36,4.4,2.78,Dubai,Good,D,VS2
37747,644,0.34,63.6,55.0,4.4,4.43,2.81,Dubai,Good,D,VS2
37748,1701,0.52,63.5,57.0,5.08,5.13,3.24,Dubai,Good,D,VS2
37749,6189,1.0,62.8,61.0,6.31,6.34,3.97,Kimberly,Good,D,VS2
37750,1430,0.51,64.2,58.0,5.01,5.06,3.23,Kimberly,Good,D,VS2
37751,13232,1.5,64.1,54.0,7.17,7.24,4.62,Kimberly,Good,D,VS2
37752,3087,0.7,63.2,60.0,5.56,5.61,3.53,Kimberly,Good,D,VS2
37753,1635,0.5,63.4,56.0,5.05,5.1,3.22,Kimberly,Good,D,VS2
37754,12709,1.51,59.8,65.0,7.36,7.43,4.42,Kimberly,Good,D,VS2
37755,1238,0.44,60.6,64.0,4.97,4.89,2.99,Kimberly,Good,D,VS2
37756,6429,1.01,61.6,61.0,6.43,6.45,3.97,Kimberly,Good,D,VS2
37757,3033,0.7,64.1,59.0,5.56,5.49,3.54,Kimberly,Good,D,VS2
37758,4739,0.9,62.6,62.0,6.11,6.15,3.84,Kimberly,Good,D,VS2
37759,7200,1.0,63.9,56.0,6.34,6.31,4.04,Kimberly,Good,D,VS2
37760,976,0.43,59.9,61.0,4.84,4.88,2.91,Kimberly,Good,D,VS2
37761,4717,0.9,57.7,61.0,6.34,6.32,3.65,Surat,Good,D,VS2
37762,1197,0.45,63.7,61.0,4.81,4.73,3.04,Surat,Good,D,VS2
37763,6176,1.01,64.0,58.0,6.3,6.24,4.01,Surat,Good,D,VS2
37764,1635,0.5,63.7,56.0,5.05,5.09,3.23,Surat,Good,D,VS2
37765,5174,1.0,62.1,64.0,6.38,6.35,3.95,Surat,Good,D,VS2
37766,5645,1.0,63.6,56.0,6.38,6.27,4.02,Surat,Good,D,VS2
37767,6998,1.01,62.1,59.0,6.28,6.35,3.92,Surat,Good,D,VS2
37768,567,0.31,63.6,56.0,4.26,4.32,2.73,Surat,Good,D,VS2
37769,4466,1.01,64.1,57.0,6.32,6.22,4.02,Antwerp,Good,D,VS2
37770,3082,0.7,57.7,60.0,5.83,5.86,3.37,Antwerp,Good,D,VS2
37771,5986,1.01,60.1,64.0,6.36,6.32,3.81,Antwerp,Good,D,VS2
37772,1734,0.53,63.4,55.0,5.11,5.23,3.28,Antwerp,Good,D,VS2
37773,7539,1.02,63.2,58.0,6.36,6.4,4.03,Antwerp,Good,D,VS2
37774,1635,0.5,63.4,57.0,5.04,5.09,3.21,Antwerp,Good,D,VS2
37775,3443,0.76,63.5,55.0,5.81,5.85,3.7,Antwerp,Good,D,VS2
37776,1708,0.5,64.0,56.0,5.04,5.02,3.22,Antwerp,Good,D,VS2
37777,1668,0.51,63.5,56.0,5.04,5.1,3.22,Antwerp,Good,D,VS2
37778,7026,1.0,60.7,61.0,6.4,6.46,3.9,Antwerp,Good,D,VS2
37779,2891,0.71,62.3,61.0,5.7,5.73,3.56,Antwerp,Good,D,VS2
37780,1668,0.51,63.1,58.0,5.08,5.13,3.22,Antwerp,Good,D,VS2
37781,873,0.41,63.4,54.0,4.74,4.79,3.02,Madrid,Good,D,VS2
37782,6449,1.01,64.5,58.0,6.27,6.31,4.06,Madrid,Good,D,VS2
37783,739,0.36,63.4,54.0,4.51,4.57,2.88,Madrid,Good,D,VS2
37784,652,0.33,61.8,61.0,4.4,4.44,2.73,London,Good,D,VS2
37785,1009,0.44,63.6,56.0,4.81,4.84,3.07,London,Good,D,VS2
37786,3087,0.7,64.1,59.0,5.49,5.56,3.54,London,Good,D,VS2
37787,3073,0.7,58.0,65.0,5.81,5.73,3.39,London,Good,D,VS2
37788,1625,0.53,58.4,58.0,5.31,5.38,3.12,London,Good,D,VS2
37789,4682,0.9,65.8,58.0,5.99,6.01,3.95,London,Good,D,VS2
37790,3298,0.78,64.0,54.0,5.82,5.86,3.74,London,Good,D,VS2
37791,4289,0.71,63.6,54.0,5.7,5.75,3.64,Luxembourg,Good,D,VS2
37792,17485,1.7,63.6,56.0,7.56,7.5,4.79,Luxembourg,Good,D,VS2
37793,3428,0.77,64.3,56.0,5.84,5.77,3.73,Luxembourg,Good,D,VS2
37794,1205,0.46,63.2,56.0,4.89,4.92,3.1,Luxembourg,Good,D,VS2
37795,6176,1.01,64.2,60.0,6.35,6.32,4.07,Luxembourg,Good,D,VS2
37796,6066,1.01,64.2,60.0,6.32,6.35,4.07,Luxembourg,Good,D,VS2
37797,2960,0.7,63.4,57.0,5.6,5.67,3.57,Luxembourg,Good,D,VS2
37798,3524,0.71,59.2,56.0,5.84,5.85,3.46,Amsterdam,Good,D,VS1
37799,1738,0.49,57.5,60.0,5.18,5.25,3.0,Zurich,Good,D,VS1
37800,1743,0.48,59.3,58.0,5.09,5.13,3.03,Zurich,Good,D,VS1
37801,898,0.4,63.2,56.0,4.69,4.74,2.98,Las Vegas,Good,D,VS1
37802,7672,1.0,62.7,62.0,6.21,6.23,3.9,Las Vegas,Good,D,VS1
37803,1795,0.5,64.3,54.0,5.02,5.06,3.24,New York City,Good,D,VS1
37804,3001,0.7,63.6,60.0,5.61,5.52,3.54,Paris,Good,D,VS1
37805,653,0.31,61.7,61.0,4.32,4.34,2.67,Paris,Good,D,VS1
37806,17111,1.51,63.7,55.0,7.28,7.22,4.62,Paris,Good,D,VS1
37807,6797,1.02,64.6,58.0,6.22,6.28,4.04,Tel Aviv,Good,D,VS1
37808,8339,1.01,64.1,55.0,6.29,6.38,4.06,Dubai,Good,D,VS1
37809,954,0.4,60.5,63.0,4.75,4.77,2.88,Dubai,Good,D,VS1
37810,3239,0.7,57.8,60.0,5.85,5.87,3.39,Dubai,Good,D,VS1
37811,1775,0.53,60.2,56.0,5.22,5.28,3.16,Kimberly,Good,D,VS1
37812,7303,1.01,62.2,62.0,6.29,6.41,3.95,Kimberly,Good,D,VS1
37813,986,0.41,60.2,62.0,4.8,4.84,2.9,Kimberly,Good,D,VS1
37814,6250,1.0,64.0,58.0,6.27,6.21,3.99,Surat,Good,D,VS1
37815,1939,0.54,63.2,56.0,5.21,5.23,3.3,Surat,Good,D,VS1
37816,825,0.37,62.1,54.0,4.67,4.73,2.92,Antwerp,Good,D,VS1
37817,3463,0.7,60.4,62.0,5.73,5.76,3.47,Antwerp,Good,D,VS1
37818,1315,0.42,57.3,62.0,4.95,5.0,2.85,Madrid,Good,D,VS1
37819,6612,1.01,61.1,56.0,6.36,6.43,3.91,Madrid,Good,D,VS1
37820,7493,1.09,63.9,57.0,6.57,6.49,4.17,Madrid,Good,D,VS1
37821,7500,1.0,57.8,61.0,6.62,6.56,3.81,Madrid,Good,D,VS1
37822,7955,1.01,63.1,59.0,6.34,6.37,4.01,Madrid,Good,D,VS1
37823,403,0.26,58.4,63.0,4.19,4.24,2.46,Madrid,Good,D,VS1
37824,2816,0.71,63.4,55.0,5.61,5.69,3.58,London,Good,D,VS1
37825,1657,0.5,60.9,62.0,5.05,5.06,3.08,London,Good,D,VS1
37826,632,0.3,61.7,62.0,4.18,4.21,2.59,London,Good,D,VS1
37827,3193,0.7,60.4,63.0,5.68,5.74,3.45,Luxembourg,Good,D,VS1
37828,399,0.25,57.6,60.0,4.15,4.18,2.4,Luxembourg,Good,D,VS1
37829,742,0.4,64.0,55.0,4.67,4.7,3.0,Luxembourg,Good,D,VS1
37830,16406,1.09,58.7,61.0,6.75,6.85,3.99,Amsterdam,Good,D,IF
37831,3378,0.5,63.2,59.0,4.99,5.04,3.17,Tel Aviv,Good,D,IF
37832,15081,1.01,63.4,59.0,6.26,6.39,4.01,Kimberly,Good,D,IF
37833,2139,0.46,58.6,59.0,5.06,5.11,2.98,Surat,Good,D,IF
37834,15928,1.0,63.3,59.0,6.33,6.37,4.02,Surat,Good,D,IF
37835,15081,1.01,63.2,59.0,6.34,6.38,4.02,Antwerp,Good,D,IF
37836,4198,0.7,59.2,59.0,5.76,5.79,3.42,New York City,Good,D,VVS1
37837,4407,0.7,61.0,61.0,5.69,5.72,3.48,Kimberly,Good,D,VVS1
37838,532,0.26,64.3,55.0,4.05,4.1,2.62,Surat,Good,D,VVS1
37839,848,0.3,64.3,57.0,4.27,4.32,2.76,Surat,Good,D,VVS1
37840,4274,0.74,59.2,62.6,5.85,5.87,3.47,Surat,Good,D,VVS1
37841,825,0.3,63.3,61.0,4.21,4.23,2.67,Antwerp,Good,D,VVS1
37842,2250,0.44,59.2,57.0,4.96,5.0,2.95,Antwerp,Good,D,VVS1
37843,5029,0.86,64.3,53.0,6.02,6.12,3.89,Antwerp,Good,D,VVS1
37844,425,0.23,60.3,66.0,3.91,3.95,2.37,Madrid,Good,D,VVS1
37845,1159,0.38,61.3,61.0,4.68,4.72,2.88,London,Good,D,VVS1
37846,7519,1.51,61.7,65.0,7.38,7.31,4.53,Amsterdam,Good,D,SI2
37847,5015,1.11,58.0,62.0,6.77,6.81,3.94,Amsterdam,Good,D,SI2
37848,622,0.4,63.4,59.0,4.67,4.7,2.97,Amsterdam,Good,D,SI2
37849,7501,1.41,63.9,60.0,7.08,7.0,4.5,Amsterdam,Good,D,SI2
37850,1563,0.58,56.7,60.0,5.59,5.53,3.15,Amsterdam,Good,D,SI2
37851,4382,0.9,62.2,63.0,6.14,6.23,3.85,Amsterdam,Good,D,SI2
37852,3773,1.02,58.9,65.0,6.54,6.59,3.87,Amsterdam,Good,D,SI2
37853,7384,1.51,61.7,65.0,7.31,7.38,4.53,Amsterdam,Good,D,SI2
37854,6344,1.2,63.7,52.0,6.72,6.68,4.27,Amsterdam,Good,D,SI2
37855,3891,0.92,63.3,59.0,6.12,6.18,3.89,Amsterdam,Good,D,SI2
37856,2461,0.7,59.3,60.0,5.74,5.8,3.42,Amsterdam,Good,D,SI2
37857,2620,0.72,59.7,61.0,5.78,5.84,3.47,Amsterdam,Good,D,SI2
37858,4078,0.9,64.0,59.0,6.04,6.09,3.88,Amsterdam,Good,D,SI2
37859,3153,0.9,63.9,60.0,6.07,6.11,3.89,Zurich,Good,D,SI2
37860,6344,1.2,62.2,65.0,6.75,6.7,4.18,Zurich,Good,D,SI2
37861,13109,2.03,63.1,59.0,8.12,7.99,5.08,Zurich,Good,D,SI2
37862,798,0.4,63.8,54.0,4.73,4.7,3.01,Zurich,Good,D,SI2
37863,1157,0.5,63.4,59.0,5.0,5.03,3.18,Zurich,Good,D,SI2
37864,669,0.43,63.3,57.0,4.79,4.82,3.04,Zurich,Good,D,SI2
37865,441,0.32,64.1,54.0,4.34,4.37,2.79,Zurich,Good,D,SI2
37866,3781,0.91,63.8,58.0,6.09,6.04,3.87,Zurich,Good,D,SI2
37867,9069,1.51,62.1,60.0,7.25,7.3,4.52,Zurich,Good,D,SI2
37868,7722,1.5,61.1,64.0,7.26,7.35,4.46,Zurich,Good,D,SI2
37869,4468,1.01,64.6,59.0,6.23,6.3,4.05,Zurich,Good,D,SI2
37870,3125,0.94,57.9,61.0,6.48,6.43,3.74,Zurich,Good,D,SI2
37871,4805,1.01,63.6,57.0,6.39,6.35,4.05,Zurich,Good,D,SI2
37872,1015,0.5,58.5,64.0,5.2,5.12,3.02,Zurich,Good,D,SI2
37873,4468,1.01,65.1,57.0,6.27,6.32,4.1,Zurich,Good,D,SI2
37874,4672,1.01,63.9,57.0,6.36,6.29,4.04,Zurich,Good,D,SI2
37875,3634,1.0,64.0,59.0,6.29,6.24,4.01,Las Vegas,Good,D,SI2
37876,492,0.33,63.3,53.0,4.39,4.42,2.79,Las Vegas,Good,D,SI2
37877,4520,1.0,62.8,61.0,6.31,6.36,3.98,Las Vegas,Good,D,SI2
37878,571,0.32,64.1,54.0,4.37,4.34,2.79,Las Vegas,Good,D,SI2
37879,1138,0.52,61.8,58.0,5.17,5.21,3.21,Las Vegas,Good,D,SI2
37880,3425,0.9,63.5,62.0,6.09,6.13,3.88,Las Vegas,Good,D,SI2
37881,3660,0.91,63.3,62.0,6.01,6.09,3.83,Las Vegas,Good,D,SI2
37882,3569,1.0,64.0,59.0,6.24,6.29,4.01,Las Vegas,Good,D,SI2
37883,3909,1.02,63.8,59.0,6.43,6.33,4.07,New York City,Good,D,SI2
37884,958,0.5,63.1,56.0,5.05,4.96,3.16,New York City,Good,D,SI2
37885,3335,0.92,57.8,63.0,6.36,6.4,3.69,New York City,Good,D,SI2
37886,4260,1.01,61.5,56.0,6.36,6.42,3.93,New York City,Good,D,SI2
37887,2312,0.7,59.3,64.0,5.8,5.76,3.43,New York City,Good,D,SI2
37888,1232,0.51,64.2,56.0,5.05,5.02,3.23,New York City,Good,D,SI2
37889,8517,1.5,62.4,61.0,7.23,7.36,4.55,New York City,Good,D,SI2
37890,3277,0.92,57.8,63.0,6.4,6.36,3.69,New York City,Good,D,SI2
37891,622,0.4,63.1,56.0,4.65,4.67,2.94,New York City,Good,D,SI2
37892,3916,0.92,63.9,55.0,6.14,6.09,3.91,New York City,Good,D,SI2
37893,1157,0.5,63.2,56.0,5.01,5.05,3.18,New York City,Good,D,SI2
37894,1272,0.55,63.2,56.0,5.21,5.24,3.3,New York City,Good,D,SI2
37895,4338,1.01,63.6,57.0,6.34,6.3,4.02,New York City,Good,D,SI2
37896,3839,1.02,57.5,62.0,6.6,6.62,3.8,Paris,Good,D,SI2
37897,2388,0.7,63.7,58.0,5.64,5.6,3.58,Paris,Good,D,SI2
37898,3932,1.01,64.0,59.0,6.28,6.34,4.04,Paris,Good,D,SI2
37899,3806,0.9,62.3,58.0,6.05,6.27,3.84,Paris,Good,D,SI2
37900,1258,0.56,63.2,54.0,5.24,5.26,3.32,Paris,Good,D,SI2
37901,638,0.41,63.1,54.0,4.72,4.75,2.99,Paris,Good,D,SI2
37902,593,0.31,63.9,57.0,4.33,4.28,2.75,Paris,Good,D,SI2
37903,593,0.31,63.6,54.0,4.34,4.31,2.75,Paris,Good,D,SI2
37904,1410,0.62,64.0,56.0,5.42,5.39,3.46,Paris,Good,D,SI2
37905,8742,1.51,61.5,61.0,7.37,7.42,4.55,Paris,Good,D,SI2
37906,2367,0.7,63.7,58.0,5.6,5.64,3.58,Paris,Good,D,SI2
37907,4234,1.01,64.0,56.0,6.25,6.29,4.01,Tel Aviv,Good,D,SI2
37908,477,0.32,63.4,56.0,4.36,4.38,2.77,Tel Aviv,Good,D,SI2
37909,2242,0.7,58.3,60.0,5.81,5.89,3.41,Tel Aviv,Good,D,SI2
37910,1423,0.61,59.8,62.0,5.48,5.53,3.29,Tel Aviv,Good,D,SI2
37911,2604,0.81,63.8,55.0,5.91,5.89,3.77,Tel Aviv,Good,D,SI2
37912,4004,1.01,64.0,59.0,6.34,6.28,4.04,Tel Aviv,Good,D,SI2
37913,15394,2.01,64.6,55.0,7.85,7.98,5.11,Dubai,Good,D,SI2
37914,4177,1.03,57.6,58.0,6.6,6.67,3.82,Dubai,Good,D,SI2
37915,3740,0.9,63.6,57.0,6.07,6.03,3.85,Dubai,Good,D,SI2
37916,8550,1.51,64.1,61.0,7.14,7.18,4.59,Dubai,Good,D,SI2
37917,925,0.5,63.7,60.0,5.09,5.02,3.22,Dubai,Good,D,SI2
37918,3534,0.9,60.3,64.0,6.1,6.14,3.69,Dubai,Good,D,SI2
37919,3763,0.91,64.7,57.0,6.02,6.04,3.9,Dubai,Good,D,SI2
37920,2310,0.7,58.5,65.0,5.79,5.76,3.38,Dubai,Good,D,SI2
37921,4633,1.02,63.4,59.0,6.37,6.41,4.05,Dubai,Good,D,SI2
37922,979,0.5,63.7,60.0,5.09,5.02,3.22,Dubai,Good,D,SI2
37923,622,0.4,63.8,54.0,4.7,4.73,3.01,Dubai,Good,D,SI2
37924,4710,1.07,61.0,62.0,6.6,6.68,4.05,Dubai,Good,D,SI2
37925,536,0.3,60.8,65.0,4.29,4.26,2.6,Dubai,Good,D,SI2
37926,447,0.3,63.3,57.0,4.26,4.3,2.71,Kimberly,Good,D,SI2
37927,1226,0.53,63.9,55.0,5.1,5.14,3.27,Kimberly,Good,D,SI2
37928,653,0.42,63.2,57.0,4.75,4.77,3.01,Kimberly,Good,D,SI2
37929,17094,2.0,64.1,57.0,7.91,7.82,5.04,Kimberly,Good,D,SI2
37930,4719,1.01,63.6,57.0,6.35,6.39,4.05,Kimberly,Good,D,SI2
37931,2221,0.7,63.1,60.0,5.56,5.62,3.53,Kimberly,Good,D,SI2
37932,1146,0.51,64.2,56.0,5.02,5.05,3.23,Kimberly,Good,D,SI2
37933,653,0.42,63.1,56.0,4.74,4.8,3.01,Kimberly,Good,D,SI2
37934,4620,1.0,63.3,56.0,6.35,6.38,4.03,Kimberly,Good,D,SI2
37935,492,0.33,63.4,56.0,4.4,4.43,2.8,Kimberly,Good,D,SI2
37936,4805,1.01,63.6,56.0,6.38,6.33,4.04,Kimberly,Good,D,SI2
37937,4560,1.05,60.0,63.0,6.59,6.64,3.97,Kimberly,Good,D,SI2
37938,2015,0.71,56.6,63.0,5.9,5.76,3.3,Kimberly,Good,D,SI2
37939,4318,1.02,61.5,61.0,6.34,6.41,3.92,Kimberly,Good,D,SI2
37940,612,0.32,63.9,58.0,4.33,4.31,2.76,Kimberly,Good,D,SI2
37941,593,0.31,63.7,58.0,4.3,4.27,2.73,Kimberly,Good,D,SI2
37942,4606,1.01,64.5,58.0,6.18,6.26,4.01,Kimberly,Good,D,SI2
37943,4541,1.0,64.5,59.0,6.25,6.31,4.05,Surat,Good,D,SI2
37944,2665,0.77,63.8,58.0,5.81,5.78,3.7,Surat,Good,D,SI2
37945,1203,0.52,63.7,55.0,5.1,5.11,3.25,Surat,Good,D,SI2
37946,775,0.4,64.0,56.0,4.7,4.64,2.99,Surat,Good,D,SI2
37947,2583,0.7,58.2,63.0,5.78,5.83,3.38,Surat,Good,D,SI2
37948,3806,0.9,63.8,58.0,6.09,6.13,3.9,Surat,Good,D,SI2
37949,1377,0.54,59.1,65.0,5.28,5.32,3.13,Surat,Good,D,SI2
37950,958,0.5,58.5,64.0,5.2,5.12,3.02,Surat,Good,D,SI2
37951,1352,0.53,54.3,65.0,5.46,5.51,2.98,Surat,Good,D,SI2
37952,477,0.32,63.9,58.0,4.31,4.33,2.76,Surat,Good,D,SI2
37953,3419,0.96,64.0,62.0,6.16,6.13,3.93,Surat,Good,D,SI2
37954,4639,1.17,57.8,62.0,6.97,6.91,4.01,Surat,Good,D,SI2
37955,3349,0.91,64.1,62.0,6.06,6.01,3.87,Surat,Good,D,SI2
37956,1318,0.53,63.9,55.0,5.14,5.1,3.27,Antwerp,Good,D,SI2
37957,622,0.4,63.9,53.0,4.68,4.71,3.0,Antwerp,Good,D,SI2
37958,666,0.4,63.4,56.0,4.67,4.73,2.98,Antwerp,Good,D,SI2
37959,4338,1.01,57.6,62.0,6.66,6.56,3.81,Antwerp,Good,D,SI2
37960,8706,1.51,64.1,61.0,7.18,7.14,4.59,Antwerp,Good,D,SI2
37961,9173,1.5,60.2,65.0,7.37,7.34,4.43,Antwerp,Good,D,SI2
37962,414,0.3,60.8,65.0,4.26,4.29,2.6,Antwerp,Good,D,SI2
37963,2229,0.8,64.0,60.0,5.91,5.81,3.75,Antwerp,Good,D,SI2
37964,8108,1.5,63.4,59.0,7.2,7.25,4.58,Antwerp,Good,D,SI2
37965,447,0.3,63.2,57.0,4.21,4.24,2.67,Antwerp,Good,D,SI2
37966,612,0.32,63.7,56.0,4.34,4.33,2.76,Antwerp,Good,D,SI2
37967,3894,1.0,64.3,53.0,6.29,6.34,4.06,Antwerp,Good,D,SI2
37968,3959,1.01,63.6,61.0,6.35,6.33,4.03,Antwerp,Good,D,SI2
37969,2264,0.7,63.3,56.0,5.6,5.65,3.56,Antwerp,Good,D,SI2
37970,6443,1.3,57.1,63.0,7.27,7.22,4.14,Antwerp,Good,D,SI2
37971,462,0.31,63.6,54.0,4.31,4.34,2.75,Antwerp,Good,D,SI2
37972,3214,0.95,56.5,61.0,6.53,6.5,3.68,Antwerp,Good,D,SI2
37973,6152,1.33,59.0,64.0,7.22,7.12,4.23,Antwerp,Good,D,SI2
37974,3839,0.93,64.5,58.0,6.11,6.14,3.95,Antwerp,Good,D,SI2
37975,462,0.31,63.9,57.0,4.28,4.33,2.75,Antwerp,Good,D,SI2
37976,4260,1.01,63.1,54.0,6.37,6.43,4.04,Antwerp,Good,D,SI2
37977,477,0.32,63.7,56.0,4.33,4.34,2.76,Antwerp,Good,D,SI2
37978,2436,0.71,63.3,55.0,5.65,5.72,3.6,Antwerp,Good,D,SI2
37979,2215,0.71,64.3,56.0,5.64,5.59,3.61,Antwerp,Good,D,SI2
37980,4457,1.01,63.5,61.0,6.33,6.37,4.03,Antwerp,Good,D,SI2
37981,2430,0.78,57.5,63.0,6.13,6.05,3.5,Antwerp,Good,D,SI2
37982,462,0.31,63.7,55.0,4.32,4.35,2.76,Madrid,Good,D,SI2
37983,3843,0.92,60.3,61.0,6.29,6.38,3.82,Madrid,Good,D,SI2
37984,2247,0.7,63.6,62.0,5.61,5.55,3.55,Madrid,Good,D,SI2
37985,3965,1.0,64.3,53.0,6.34,6.29,4.06,Madrid,Good,D,SI2
37986,4877,1.11,60.1,63.0,6.68,6.7,4.02,London,Good,D,SI2
37987,3743,1.03,57.2,59.0,6.66,6.63,3.8,London,Good,D,SI2
37988,3866,1.17,57.4,59.0,7.02,6.95,4.01,London,Good,D,SI2
37989,462,0.31,63.1,54.0,4.33,4.38,2.75,London,Good,D,SI2
37990,1141,0.5,57.1,63.0,5.23,5.27,3.0,London,Good,D,SI2
37991,4406,1.13,60.7,64.0,6.68,6.63,4.0,London,Good,D,SI2
37992,4260,1.01,57.6,62.0,6.56,6.66,3.81,London,Good,D,SI2
37993,6327,1.3,57.1,63.0,7.22,7.27,4.14,London,Good,D,SI2
37994,2926,0.81,63.6,55.0,5.91,5.86,3.74,London,Good,D,SI2
37995,1202,0.51,57.7,60.0,5.31,5.26,3.05,Luxembourg,Good,D,SI2
37996,1180,0.51,63.9,55.0,5.04,5.1,3.24,Luxembourg,Good,D,SI2
37997,2541,0.75,59.9,61.0,5.9,5.96,3.55,Luxembourg,Good,D,SI2
37998,3740,0.9,63.8,58.0,6.13,6.09,3.9,Luxembourg,Good,D,SI2
37999,1268,0.51,63.8,56.0,5.09,5.07,3.24,Luxembourg,Good,D,SI2
38000,5168,1.18,60.7,63.0,6.77,6.81,4.12,Luxembourg,Good,D,SI2
38001,16624,2.01,59.9,65.0,8.0,8.07,4.81,Luxembourg,Good,D,SI2
38002,3798,0.9,59.5,62.0,6.2,6.23,3.7,Luxembourg,Good,D,SI2
38003,3408,0.91,64.1,62.0,6.01,6.06,3.87,Luxembourg,Good,D,SI2
38004,2254,0.72,64.1,57.0,5.64,5.71,3.64,Luxembourg,Good,D,SI2
38005,1436,0.5,63.6,54.0,5.02,5.08,3.21,Amsterdam,Good,D,SI1
38006,11756,1.5,63.1,57.0,7.24,7.31,4.59,Amsterdam,Good,D,SI1
38007,1190,0.5,57.2,60.0,5.25,5.2,2.99,Amsterdam,Good,D,SI1
38008,571,0.31,63.1,57.0,4.3,4.32,2.72,Amsterdam,Good,D,SI1
38009,571,0.31,63.9,54.0,4.27,4.3,2.74,Amsterdam,Good,D,SI1
38010,4155,1.0,57.6,62.0,6.62,6.5,3.78,Amsterdam,Good,D,SI1
38011,5700,1.01,58.4,62.0,6.48,6.5,3.79,Amsterdam,Good,D,SI1
38012,5198,1.02,57.2,54.0,6.66,6.62,3.8,Amsterdam,Good,D,SI1
38013,1193,0.51,63.4,59.0,5.07,5.02,3.2,Amsterdam,Good,D,SI1
38014,515,0.3,63.4,55.0,4.22,4.26,2.69,Amsterdam,Good,D,SI1
38015,5821,1.08,63.8,59.0,6.39,6.47,4.1,Amsterdam,Good,D,SI1
38016,1759,0.61,59.0,57.0,5.54,5.57,3.28,Amsterdam,Good,D,SI1
38017,1349,0.51,64.0,58.0,5.06,5.03,3.23,Amsterdam,Good,D,SI1
38018,1235,0.5,63.7,57.0,5.01,4.94,3.17,Zurich,Good,D,SI1
38019,552,0.3,63.1,55.0,4.28,4.31,2.71,Zurich,Good,D,SI1
38020,1169,0.5,63.5,57.0,5.05,5.09,3.22,Zurich,Good,D,SI1
38021,681,0.37,63.7,55.0,4.55,4.59,2.91,Zurich,Good,D,SI1
38022,2525,0.7,58.0,60.0,5.79,5.93,3.4,Zurich,Good,D,SI1
38023,3505,0.9,61.9,64.0,6.09,6.0,3.74,Zurich,Good,D,SI1
38024,5271,1.01,58.5,64.0,6.4,6.45,3.76,Zurich,Good,D,SI1
38025,4193,0.9,63.8,58.0,6.09,6.13,3.9,Zurich,Good,D,SI1
38026,3689,0.9,63.9,57.0,6.1,6.04,3.88,Zurich,Good,D,SI1
38027,993,0.43,63.8,55.0,4.8,4.79,3.06,Zurich,Good,D,SI1
38028,6020,1.0,64.1,57.0,6.32,6.29,4.04,Zurich,Good,D,SI1
38029,6568,1.0,59.9,62.0,6.41,6.45,3.85,Zurich,Good,D,SI1
38030,4187,0.9,62.0,62.0,6.06,6.1,3.77,Las Vegas,Good,D,SI1
38031,2757,0.72,63.1,55.0,5.69,5.75,3.61,Las Vegas,Good,D,SI1
38032,5147,1.01,63.9,60.0,6.32,6.29,4.03,Las Vegas,Good,D,SI1
